09-Jun-2016,,,,,,,,,,,
iShares Core S&P 500 ETF,,,,,,,,,,,
Inception Date,15-May-00,,,,,,,,,,
Fund Holdings as of,09-Jun-16,,,,,,,,,,
Total Net Assets,"$73,983,668,859",,,,,,,,,,
Number of Securities,509,,,,,,,,,,
Shares Outstanding,"347,150,000",,,,,,,,,,
,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange
TE,TECO ENERGY INC,Equity,0.04,27.69,"942,641.00","26,101,729.29","26,101,729.29",Utilities,"2,880,255.00",US8723751009,New York Stock Exchange Inc.
JEC,JACOBS ENGINEERING GROUP INC,Equity,0.03,52.51,"490,760.00","25,769,807.60","25,769,807.60",Industrials,"2,469,052.00",US4698141078,New York Stock Exchange Inc.
FTI,FMC TECHNOLOGIES INC,Equity,0.03,28.27,"908,518.00","25,683,803.86","25,683,803.86",Energy,"2,763,561.00",US30249U1016,New York Stock Exchange Inc.
AIV,APARTMENT INVESTMENT & MANAGEMENT,Equity,0.03,40.92,"626,674.00","25,643,500.08","25,643,500.08",Financials,"2,057,059.00",US03748R1014,New York Stock Exchange Inc.
DISCK,DISCOVERY COMMUNICATIONS-C,Equity,0.03,26.29,"952,588.00","25,043,538.52","25,043,538.52",Consumer Discretionary,B3D7KG4,US25470F3029,NASDAQ
PHM,PULTEGROUP INC,Equity,0.03,19.58,"1,272,516.00","24,915,863.28","24,915,863.28",Consumer Discretionary,"2,708,841.00",US7458671010,New York Stock Exchange Inc.
SNI,SCRIPPS NETWORKS INTERACTIVE INC C,Equity,0.03,64.86,"379,751.00","24,630,649.86","24,630,649.86",Consumer Discretionary,B39QT24,US8110651010,NASDAQ
FTR,FRONTIER COMMUNICATIONS CORP,Equity,0.03,5.12,"4,676,045.00","23,941,350.40","23,941,350.40",Telecommunications,"2,197,933.00",US35906A1088,NASDAQ
PKI,PERKINELMER INC.,Equity,0.03,54.29,"439,177.00","23,842,919.33","23,842,919.33",Health Care,"2,305,844.00",US7140461093,New York Stock Exchange Inc.
LUK,LEUCADIA NATIONAL CORP,Equity,0.03,17.69,"1,334,736.00","23,611,479.84","23,611,479.84",Financials,"2,513,012.00",US5272881047,New York Stock Exchange Inc.
ZION,ZIONS BANCORPORATION,Equity,0.03,28.70,"818,467.00","23,490,002.90","23,490,002.90",Financials,"2,989,828.00",US9897011071,NASDAQ
SWN,SOUTHWESTERN ENERGY,Equity,0.03,14.74,"1,562,711.00","23,034,360.14","23,034,360.14",Energy,"2,828,619.00",US8454671095,New York Stock Exchange Inc.
HAR,HARMAN INTERNATIONAL INDUSTRIES IN,Equity,0.03,79.45,"284,990.00","22,642,455.50","22,642,455.50",Consumer Discretionary,"2,411,138.00",US4130861093,New York Stock Exchange Inc.
SPLS,STAPLES INC,Equity,0.03,8.75,"2,586,422.00","22,631,192.50","22,631,192.50",Consumer Discretionary,"2,841,489.00",US8550301027,NASDAQ
RL,RALPH LAUREN CORPORATION,Equity,0.03,96.18,"232,857.00","22,396,186.26","22,396,186.26",Consumer Discretionary,B4V9661,US7512121010,New York Stock Exchange Inc.
AIZ,ASSURANT INC,Equity,0.03,85.04,"259,123.00","22,035,819.92","22,035,819.92",Financials,"2,331,430.00",US04621X1081,New York Stock Exchange Inc.
RHI,ROBERT HALF,Equity,0.03,40.99,"525,238.00","21,529,505.62","21,529,505.62",Industrials,"2,110,703.00",US7703231032,New York Stock Exchange Inc.
NRG,NRG ENERGY INC,Equity,0.03,16.59,"1,259,397.00","20,893,396.23","20,893,396.23",Utilities,"2,212,922.00",US6293775085,New York Stock Exchange Inc.
MUR,MURPHY OIL CORP,Equity,0.03,31.81,"646,677.00","20,570,795.37","20,570,795.37",Energy,"2,611,206.00",US6267171022,New York Stock Exchange Inc.
GRMN,GARMIN LTD,Equity,0.03,43.24,"471,555.00","20,390,038.20","20,390,038.20",Consumer Discretionary,B3Z5T14,CH0114405324,NASDAQ
HRB,H&R BLOCK INC,Equity,0.03,21.54,"945,484.00","20,365,725.36","20,365,725.36",Consumer Discretionary,"2,105,505.00",US0936711052,New York Stock Exchange Inc.
JWN,NORDSTROM INC,Equity,0.03,39.57,"514,738.00","20,368,182.66","20,368,182.66",Consumer Discretionary,"2,641,827.00",US6556641008,New York Stock Exchange Inc.
TGNA,TEGNA INC,Equity,0.03,22.50,"880,766.00","19,817,235.00","19,817,235.00",Consumer Discretionary,BZ0P3Z5,US87901J1051,New York Stock Exchange Inc.
PBCT,PEOPLES UNITED FINANCIAL INC,Equity,0.03,15.74,"1,242,993.00","19,564,709.82","19,564,709.82",Financials,B1W41J2,US7127041058,NASDAQ
DNB,DUN & BRADSTREET CORP,Equity,0.02,127.43,"144,993.00","18,476,457.99","18,476,457.99",Industrials,"2,636,254.00",US26483E1001,New York Stock Exchange Inc.
NAVI,NAVIENT CORP,Equity,0.02,13.21,"1,371,875.00","18,122,468.75","18,122,468.75",Financials,BLP5GX1,US63938C1080,NASDAQ
NWSA,NEWS CORP CLASS A,Equity,0.02,11.69,"1,523,883.00","17,814,192.27","17,814,192.27",Consumer Discretionary,BBGVT40,US65249B1098,NASDAQ
GPS,GAP INC,Equity,0.02,19.31,"908,004.00","17,533,557.24","17,533,557.24",Consumer Discretionary,"2,360,326.00",US3647601083,New York Stock Exchange Inc.
FLIR,FLIR SYSTEMS INC,Equity,0.02,31.41,"551,589.00","17,325,410.49","17,325,410.49",Information Technology,"2,344,717.00",US3024451011,NASDAQ
PDCO,PATTERSON COMPANIES INC,Equity,0.02,50.32,"334,911.00","16,852,721.52","16,852,721.52",Health Care,"2,672,689.00",US7033951036,NASDAQ
DISCA,DISCOVERY COMMUNICATIONS-A,Equity,0.02,27.33,"600,875.00","16,421,913.75","16,421,913.75",Consumer Discretionary,B3D7K31,US25470F1049,NASDAQ
RIG,TRANSOCEAN LTD,Equity,0.02,11.47,"1,370,529.00","15,719,967.63","15,719,967.63",Energy,B3KFWW1,CH0048265513,New York Stock Exchange Inc.
FSLR,FIRST SOLAR INC,Equity,0.02,50.45,"306,128.00","15,444,157.60","15,444,157.60",Information Technology,B1HMF22,US3364331070,NASDAQ
TDC,TERADATA CORP,Equity,0.02,28.64,"533,942.00","15,292,098.88","15,292,098.88",Information Technology,B247H10,US88076W1036,New York Stock Exchange Inc.
AN,AUTONATION INC,Equity,0.02,50.34,"296,244.00","14,912,922.96","14,912,922.96",Consumer Discretionary,"2,732,635.00",US05329W1027,New York Stock Exchange Inc.
ENDP,ENDO INTERNATIONAL PLC,Equity,0.02,18.00,"820,769.00","14,773,842.00","14,773,842.00",Health Care,BJ3V905,IE00BJ3V9050,NASDAQ
PWR,QUANTA SERVICES INC.,Equity,0.02,24.10,"604,011.00","14,556,665.10","14,556,665.10",Industrials,"2,150,204.00",US74762E1029,New York Stock Exchange Inc.
R,RYDER SYSTEM INC,Equity,0.02,67.66,"214,302.00","14,499,673.32","14,499,673.32",Industrials,"2,760,669.00",US7835491082,New York Stock Exchange Inc.
PBI,PITNEY BOWES INC,Equity,0.02,18.87,"767,509.00","14,482,894.83","14,482,894.83",Industrials,"2,690,506.00",US7244791007,New York Stock Exchange Inc.
LM,LEGG MASON INC,Equity,0.02,33.26,"432,507.00","14,385,182.82","14,385,182.82",Financials,"2,510,615.00",US5249011058,New York Stock Exchange Inc.
CSRA,CSRA INC,Equity,0.02,23.80,"543,482.00","12,934,871.60","12,934,871.60",Information Technology,BYQKXC4,US12650T1043,New York Stock Exchange Inc.
OI,OWENS ILLINOIS INC,Equity,0.02,19.92,"644,338.00","12,835,212.96","12,835,212.96",Materials,"2,662,862.00",US6907684038,New York Stock Exchange Inc.
CHK,CHESAPEAKE ENERGY CORP,Equity,0.01,4.88,"2,076,936.00","10,135,447.68","10,135,447.68",Energy,"2,182,779.00",US1651671075,New York Stock Exchange Inc.
UBFUT,CASH COLLATERAL USD UBFUT,Cash Collateral and Margins,0.01,100.00,"10,042,800.00","10,042,800.00","10,042,800.00",Cash and/or Derivatives,--,--,--
URBN,URBAN OUTFITTERS INC,Equity,0.01,27.93,"345,917.00","9,661,461.81","9,661,461.81",Consumer Discretionary,"2,933,438.00",US9170471026,NASDAQ
DO,DIAMOND OFFSHORE DRILLING INC,Equity,0.01,25.48,"259,699.00","6,617,130.52","6,617,130.52",Energy,"2,261,021.00",US25271C1027,New York Stock Exchange Inc.
NWS,NEWS CORP CLASS B,Equity,0.01,12.13,"427,784.00","5,189,019.92","5,189,019.92",Consumer Discretionary,BBGVT51,US65249B2088,NASDAQ
ESU6,S&P500 EMINI SEP 16,Futures,0.00,"2,105.20","2,691.00",0.00,"283,254,660.00",Cash and/or Derivatives,--,--,Index And Options Market
