09-Jun-2016,,,,,,,,,,,,,,,
iShares MSCI EAFE ETF,,,,,,,,,,,,,,,
Inception Date,14-Aug-01,,,,,,,,,,,,,,
Fund Holdings as of,09-Jun-16,,,,,,,,,,,,,,
Total Net Assets,"$59,871,583,845",,,,,,,,,,,,,,
Number of Securities,960,,,,,,,,,,,,,,
Shares Outstanding,"1,016,400,000",,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Ticker,Name,Asset Class,Weight (%),Price,Shares,Market Value,Notional Value,Sector,SEDOL,ISIN,Exchange,Country,Currency,Market Currency,FX Rate
TEL,TELENOR ASA,Equity,0.10,16.46,"3,639,733.00","59,901,351.87","59,901,351.87",Telecommunications,"4,732,495.00",NO0010063308,Oslo Bors Asa,Norway,USD,NOK,8.15
SCMN,SWISSCOM AG,Equity,0.10,484.63,"123,480.00","59,841,932.71","59,841,932.71",Telecommunications,"5,533,976.00",CH0008742519,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
QBE,QBE INSURANCE GROUP LTD,Equity,0.10,8.99,"6,638,416.00","59,692,221.77","59,692,221.77",Financials,"6,715,740.00",AU000000QBE9,Asx - All Markets,Australia,USD,AUD,1.34
KGF,KINGFISHER PLC,Equity,0.10,5.31,"11,131,817.00","59,079,104.23","59,079,104.23",Consumer Discretionary,"3,319,521.00",GB0033195214,London Stock Exchange,United Kingdom,USD,GBP,0.69
HEI,HEIDELBERGCEMENT AG,Equity,0.10,84.72,"696,713.00","59,021,860.65","59,021,860.65",Materials,"5,120,679.00",DE0006047004,Xetra,Germany,USD,EUR,0.88
WKL,WOLTERS KLUWER NV,Equity,0.10,39.69,"1,480,352.00","58,755,488.79","58,755,488.79",Consumer Discretionary,"5,671,519.00",NL0000395903,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
AMP,AMP LTD,Equity,0.10,4.07,"14,437,696.00","58,737,059.11","58,737,059.11",Financials,"6,709,958.00",AU000000AMP6,Asx - All Markets,Australia,USD,AUD,1.34
LSE,LONDON STOCK EXCHANGE GROUP PLC,Equity,0.10,38.11,"1,538,090.00","58,618,680.17","58,618,680.17",Financials,B0SWJX3,GB00B0SWJX34,London Stock Exchange,United Kingdom,USD,GBP,0.69
SUN,SUNCORP GROUP LTD,Equity,0.10,9.34,"6,243,289.00","58,321,684.19","58,321,684.19",Financials,"6,585,084.00",AU000000SUN6,Asx - All Markets,Australia,USD,AUD,1.34
TELIA,TELIA COMPANY,Equity,0.10,4.68,"12,395,744.00","58,002,875.50","58,002,875.50",Telecommunications,"5,978,384.00",SE0000667925,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
"7,309.00",SHIMANO INC,Equity,0.10,150.28,"384,400.00","57,769,219.93","57,769,219.93",Consumer Discretionary,"6,804,820.00",JP3358000002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"2,269.00",MEIJI HOLDINGS LTD,Equity,0.10,99.56,"579,104.00","57,657,468.65","57,657,468.65",Consumer Staples,B60DQV3,JP3918000005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
DSM,KONINKILIJKE DSM NV,Equity,0.09,63.14,"893,913.00","56,441,365.12","56,441,365.12",Materials,B0HZL93,NL0000009827,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
HEN,HENKEL AG,Equity,0.09,106.51,"528,842.00","56,324,318.27","56,324,318.27",Consumer Staples,"5,002,465.00",DE0006048408,Xetra,Germany,USD,EUR,0.88
DWNI,DEUTSCHE WOHNEN AG,Equity,0.09,33.67,"1,664,886.00","56,057,896.19","56,057,896.19",Financials,B0YZ0Z5,DE000A0HN5C6,Xetra,Germany,USD,EUR,0.88
"2,388.00",BOC HONG KONG HOLDINGS LTD,Equity,0.09,3.07,"18,240,500.00","56,058,079.75","56,058,079.75",Financials,"6,536,112.00",HK2388011192,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
"7,733.00",OLYMPUS CORP,Equity,0.09,41.23,"1,355,200.00","55,880,599.26","55,880,599.26",Health Care,"6,658,801.00",JP3201200007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
NXT,NEXT PLC,Equity,0.09,79.22,"696,207.00","55,151,969.48","55,151,969.48",Consumer Discretionary,"3,208,986.00",GB0032089863,London Stock Exchange,United Kingdom,USD,GBP,0.69
"8,309.00",SUMITOMO MITSUI TRUST HOLDINGS INC,Equity,0.09,3.39,"16,175,600.00","54,832,799.89","54,832,799.89",Financials,"6,431,897.00",JP3892100003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"1,928.00",SEKISUI HOUSE LTD,Equity,0.09,17.95,"3,049,200.00","54,731,801.06","54,731,801.06",Consumer Discretionary,"6,793,906.00",JP3420600003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
DELB,DELHAIZE GROUP,Equity,0.09,107.60,"507,654.00","54,625,385.52","54,625,385.52",Consumer Staples,"4,262,118.00",BE0003562700,Nyse Euronext - Euronext Brussels,Belgium,USD,EUR,0.88
NZYM B,NOVOZYMES B,Equity,0.09,47.23,"1,152,100.00","54,417,347.27","54,417,347.27",Materials,B798FW0,DK0060336014,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
CHKP,CHECK POINT SOFTWARE TECHNOLOGIES,Equity,0.09,85.20,"637,118.00","54,282,453.60","54,282,453.60",Information Technology,"2,181,334.00",IL0010824113,NASDAQ,Israel,USD,USD,1.00
"8,053.00",SUMITOMO CORP,Equity,0.09,9.97,"5,435,800.00","54,171,641.38","54,171,641.38",Industrials,"6,858,946.00",JP3404600003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
RBS,ROYAL BANK OF SCOTLAND GROUP PLC,Equity,0.09,3.21,"16,814,743.00","54,010,938.66","54,010,938.66",Financials,B7T7721,GB00B7T77214,London Stock Exchange,United Kingdom,USD,GBP,0.69
"6,502.00",TOSHIBA CORP,Equity,0.09,2.74,"19,636,000.00","53,892,257.55","53,892,257.55",Industrials,"6,897,217.00",JP3592200004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
ITV,ITV PLC,Equity,0.09,3.02,"17,824,994.00","53,799,992.25","53,799,992.25",Consumer Discretionary,"3,398,649.00",GB0033986497,London Stock Exchange,United Kingdom,USD,GBP,0.69
PSM,PROSIEBEN SAT.1 MEDIA N,Equity,0.09,50.07,"1,073,647.00","53,757,543.40","53,757,543.40",Consumer Discretionary,BCZM1B2,DE000PSM7770,Xetra,Germany,USD,EUR,0.88
ATL,ATLANTIA,Equity,0.09,26.72,"1,999,913.00","53,431,384.63","53,431,384.63",Industrials,"7,667,163.00",IT0003506190,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
WTB,WHITBREAD PLC,Equity,0.09,59.44,"897,015.00","53,317,362.42","53,317,362.42",Consumer Discretionary,B1KJJ40,GB00B1KJJ408,London Stock Exchange,United Kingdom,USD,GBP,0.69
"6,988.00",NITTO DENKO CORP,Equity,0.09,66.13,"803,300.00","53,125,771.85","53,125,771.85",Materials,"6,641,801.00",JP3684000007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
SAND,SANDVIK AB,Equity,0.09,10.21,"5,195,073.00","53,062,856.25","53,062,856.25",Industrials,B1VQ252,SE0000667891,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
"5,802.00",SUMITOMO ELECTRIC INDUSTRIES LTD,Equity,0.09,14.57,"3,632,800.00","52,940,301.51","52,940,301.51",Consumer Discretionary,"6,858,708.00",JP3407400005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
PPB,PADDY POWER BETFAIR PLC,Equity,0.09,134.77,"391,762.00","52,799,116.32","52,799,116.32",Consumer Discretionary,BWT6H89,IE00BWT6H894,Irish Stock Exchange - All Market,Ireland,USD,EUR,0.88
"9,021.00",WEST JAPAN RAILWAY,Equity,0.09,65.24,"808,000.00","52,715,615.46","52,715,615.46",Industrials,"6,957,995.00",JP3659000008,Tokyo Stock Exchange,Japan,USD,JPY,106.47
LI,KLEPIERRE REIT SA,Equity,0.09,47.73,"1,082,485.00","51,662,307.82","51,662,307.82",Financials,"7,582,556.00",FR0000121964,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"1,878.00",DAITO TRUST CONSTRUCTION LTD TRUST,Equity,0.09,151.32,"338,800.00","51,266,312.87","51,266,312.87",Financials,"6,250,508.00",JP3486800000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
BLND,BRITISH LAND CO PLC,Equity,0.09,10.72,"4,781,626.00","51,266,341.83","51,266,341.83",Financials,"136,701.00",GB0001367019,London Stock Exchange,United Kingdom,USD,GBP,0.69
"4,324.00",DENTSU INC,Equity,0.09,50.06,"1,021,300.00","51,129,751.56","51,129,751.56",Consumer Discretionary,"6,416,281.00",JP3551520004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
VIE,VEOLIA ENVIRONNEMENT VE SA,Equity,0.09,23.19,"2,204,153.00","51,124,500.07","51,124,500.07",Utilities,"4,031,879.00",FR0000124141,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
UPM1V,UPM-KYMMENE,Equity,0.09,19.64,"2,600,597.00","51,071,608.33","51,071,608.33",Materials,"5,051,252.00",FI0009005987,Nasdaq Omx Helsinki Ltd.,Finland,USD,EUR,0.88
"6,869.00",SYSMEX CORP,Equity,0.09,73.92,"690,000.00","51,005,494.76","51,005,494.76",Health Care,"6,883,807.00",JP3351100007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
IAG,INSURANCE AUSTRALIA GROUP LTD,Equity,0.08,4.31,"11,794,645.00","50,879,149.87","50,879,149.87",Financials,"6,271,026.00",AU000000IAG3,Asx - All Markets,Australia,USD,AUD,1.34
CARL B,CARLSBERG AS CL B,Equity,0.08,96.42,"527,615.00","50,870,530.67","50,870,530.67",Consumer Staples,"4,169,219.00",DK0010181759,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
"4,755.00",RAKUTEN INC,Equity,0.08,10.99,"4,590,700.00","50,449,621.94","50,449,621.94",Consumer Discretionary,"6,229,597.00",JP3967200001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,267.00",AEON LTD,Equity,0.08,15.55,"3,234,000.00","50,272,577.84","50,272,577.84",Consumer Staples,"6,480,048.00",JP3388200002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
NN,NN GROUP NV,Equity,0.08,32.19,"1,556,147.00","50,087,813.98","50,087,813.98",Financials,BNG8PQ9,NL0010773842,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
ADEN,ADECCO INC,Equity,0.08,61.80,"805,121.00","49,753,965.06","49,753,965.06",Industrials,"7,110,720.00",CH0012138605,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
CPI,CAPITA PLC,Equity,0.08,15.25,"3,244,265.00","49,476,098.88","49,476,098.88",Industrials,B23K0M2,GB00B23K0M20,London Stock Exchange,United Kingdom,USD,GBP,0.69
FER,FERROVIAL SA,Equity,0.08,20.88,"2,363,607.00","49,362,093.31","49,362,093.31",Industrials,B038516,ES0118900010,Bolsa De Madrid,Spain,USD,EUR,0.88
"9,005.00",TOKYU CORP,Equity,0.08,8.97,"5,478,000.00","49,138,120.51","49,138,120.51",Industrials,"6,896,548.00",JP3574200006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
SW,SODEXO SA,Equity,0.08,106.34,"461,397.00","49,062,705.13","49,062,705.13",Consumer Discretionary,"7,062,713.00",FR0000121220,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
ACA,CREDIT AGRICOLE SA,Equity,0.08,9.57,"5,107,072.00","48,880,705.64","48,880,705.64",Financials,"7,262,610.00",FR0000045072,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
MT,ARCELORMITTAL SA,Equity,0.08,5.40,"9,043,491.00","48,855,321.34","48,855,321.34",Materials,B03XPL1,LU0323134006,Nyse Euronext - Euronext Amsterdam,France,USD,EUR,0.88
TIT,TELECOM ITALIA,Equity,0.08,0.97,"50,533,578.00","48,818,728.61","48,818,728.61",Telecommunications,"7,634,394.00",IT0003497168,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
SGE,SAGE GROUP PLC,Equity,0.08,9.08,"5,359,457.00","48,660,104.54","48,660,104.54",Information Technology,B8C3BL0,GB00B8C3BL03,London Stock Exchange,United Kingdom,USD,GBP,0.69
HEXA B,HEXAGON B,Equity,0.08,38.74,"1,255,820.00","48,648,979.82","48,648,979.82",Information Technology,B1XFTL2,SE0000103699,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
GEN,GENMAB,Equity,0.08,187.81,"258,922.00","48,626,997.40","48,626,997.40",Health Care,"4,595,739.00",DK0010272202,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
AUD,AUD CASH,Cash,0.08,74.37,"64,988,574.00","48,335,252.06","48,335,252.06",Cash and/or Derivatives,--,--,--,Australia,USD,AUD,1.34
DSY,DASSAULT SYSTEMES SA,Equity,0.08,77.60,"621,764.00","48,250,332.62","48,250,332.62",Information Technology,"5,330,047.00",FR0000130650,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
BAER,JULIUS BAER GRUPPE AG,Equity,0.08,44.19,"1,089,545.00","48,148,071.85","48,148,071.85",Financials,B4R2R50,CH0102484968,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
BNZL,BUNZL PLC,Equity,0.08,29.86,"1,610,570.00","48,098,088.25","48,098,088.25",Industrials,B0744B3,GB00B0744B38,London Stock Exchange,United Kingdom,USD,GBP,0.69
RMS,HERMES INTERNATIONAL,Equity,0.08,374.99,"128,045.00","48,015,249.47","48,015,249.47",Consumer Discretionary,"5,253,973.00",FR0000052292,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"9,502.00",CHUBU ELECTRIC POWER INC,Equity,0.08,14.82,"3,218,600.00","47,690,240.92","47,690,240.92",Utilities,"6,195,609.00",JP3526600006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,830.00",SUMITOMO REALTY & DEVELOPMENT LTD,Equity,0.08,27.20,"1,744,000.00","47,439,289.91","47,439,289.91",Financials,"6,858,902.00",JP3409000001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
PSON,PEARSON PLC,Equity,0.08,11.84,"3,996,847.00","47,334,165.41","47,334,165.41",Consumer Discretionary,"677,608.00",GB0006776081,London Stock Exchange,United Kingdom,USD,GBP,0.69
"4,911.00",SHISEIDO LTD,Equity,0.08,26.72,"1,767,400.00","47,229,164.51","47,229,164.51",Consumer Staples,"6,805,265.00",JP3351600006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
UU,UNITED UTILITIES GROUP PLC,Equity,0.08,14.03,"3,363,510.00","47,182,294.09","47,182,294.09",Utilities,B39J2M4,GB00B39J2M42,London Stock Exchange,United Kingdom,USD,GBP,0.69
UCB,UCB SA,Equity,0.08,76.64,"615,565.00","47,176,691.38","47,176,691.38",Health Care,"5,596,991.00",BE0003739530,Nyse Euronext - Euronext Brussels,Belgium,USD,EUR,0.88
GMG,GOODMAN GROUP,Equity,0.08,5.42,"8,595,860.00","46,606,215.68","46,606,215.68",Financials,B03FYZ4,AU000000GMG2,Asx - All Markets,Australia,USD,AUD,1.34
AGL,AGL ENERGY LTD,Equity,0.08,14.08,"3,301,980.00","46,489,195.54","46,489,195.54",Utilities,BSS7GP5,AU000000AGL7,Asx - All Markets,Australia,USD,AUD,1.34
"8,601.00",DAIWA SECURITIES GROUP INC,Equity,0.08,5.68,"8,125,000.00","46,171,276.95","46,171,276.95",Financials,"6,251,448.00",JP3502200003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
AENA,AENA SA,Equity,0.08,138.11,"333,332.00","46,037,973.35","46,037,973.35",Industrials,BVRZ8L1,ES0105046009,Bolsa De Madrid,Spain,USD,EUR,0.88
UHR,SWATCH GROUP SA,Equity,0.08,315.41,"145,700.00","45,955,663.85","45,955,663.85",Consumer Discretionary,"7,184,725.00",CH0012255151,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
SCHP,SCHINDLER HOLDING PAR AG,Equity,0.08,188.71,"243,031.00","45,862,037.43","45,862,037.43",Industrials,B11TCY0,CH0024638196,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
BEI,BEIERSDORF AG,Equity,0.08,93.01,"493,029.00","45,854,165.10","45,854,165.10",Consumer Staples,"5,107,401.00",DE0005200000,Xetra,Germany,USD,EUR,0.88
ATCO B,ATLAS COPCO AB-B SHS,Equity,0.08,23.88,"1,912,154.00","45,661,772.24","45,661,772.24",Industrials,BXC8BW1,SE0006886768,Nasdaq Omx Nordic,Sweden,USD,SEK,8.17
SL.,STANDARD LIFE PLC,Equity,0.08,4.78,"9,538,468.00","45,626,798.11","45,626,798.11",Financials,BVFD7Q5,GB00BVFD7Q58,London Stock Exchange,United Kingdom,USD,GBP,0.69
SIK,SIKA AG,Equity,0.08,"4,390.07","10,374.00","45,542,553.79","45,542,553.79",Materials,"4,808,084.00",CH0000587979,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
CCL,CARNIVAL PLC,Equity,0.08,49.34,"922,332.00","45,507,206.02","45,507,206.02",Consumer Discretionary,"3,121,522.00",GB0031215220,London Stock Exchange,United Kingdom,USD,GBP,0.69
"7,269.00",SUZUKI MOTOR CORP,Equity,0.08,26.25,"1,729,600.00","45,406,772.18","45,406,772.18",Consumer Discretionary,"6,865,504.00",JP3397200001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
CDI,CHRISTIAN DIOR,Equity,0.08,169.49,"266,638.00","45,191,436.73","45,191,436.73",Consumer Discretionary,"4,061,393.00",FR0000130403,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"5,020.00",JX HOLDINGS INC,Equity,0.08,4.18,"10,751,400.00","44,938,458.65","44,938,458.65",Energy,B627LW9,JP3386450005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
LONN,LONZA GROUP AG,Equity,0.07,172.53,"259,581.00","44,786,436.21","44,786,436.21",Health Care,"7,333,378.00",CH0013841017,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
TRN,TERNA RETE ELETTRICA NAZIONALE,Equity,0.07,5.66,"7,810,875.00","44,177,955.17","44,177,955.17",Utilities,B01BN57,IT0003242622,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
LUX,LUXOTTICA GROUP,Equity,0.07,53.46,"824,223.00","44,059,961.41","44,059,961.41",Consumer Discretionary,"4,800,659.00",IT0001479374,Borsa Italiana S.P.A.,Italy,USD,EUR,0.88
COLOB,COLOPLAST B,Equity,0.07,74.16,"593,968.00","44,050,236.73","44,050,236.73",Health Care,B8FMRX8,DK0060448595,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
PSN,PERSIMMON PLC,Equity,0.07,29.21,"1,504,579.00","43,953,132.42","43,953,132.42",Consumer Discretionary,"682,538.00",GB0006825383,London Stock Exchange,United Kingdom,USD,GBP,0.69
HO,THALES SA,Equity,0.07,85.07,"516,131.00","43,905,112.16","43,905,112.16",Industrials,"4,162,791.00",FR0000121329,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
SAB,BANCO DE SABADELL SA,Equity,0.07,1.69,"26,025,725.00","43,859,447.05","43,859,447.05",Financials,B1X8QN2,ES0113860A34,Bolsa De Madrid,Spain,USD,EUR,0.88
MAERSK B,A P MOLLER MAERSK B,Equity,0.07,"1,321.34","33,136.00","43,783,955.04","43,783,955.04",Industrials,"4,253,048.00",DK0010244508,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
G1A,GEA GROUP AG,Equity,0.07,48.64,"896,404.00","43,598,723.83","43,598,723.83",Industrials,"4,557,104.00",DE0006602006,Xetra,Germany,USD,EUR,0.88
"7,261.00",MAZDA MOTOR CORP,Equity,0.07,16.61,"2,620,400.00","43,527,707.70","43,527,707.70",Consumer Discretionary,"6,900,308.00",JP3868400007,Tokyo Stock Exchange,Japan,USD,JPY,106.47
MKS,MARKS & SPENCER GROUP PLC,Equity,0.07,5.49,"7,910,791.00","43,415,146.43","43,415,146.43",Consumer Discretionary,"3,127,489.00",GB0031274896,London Stock Exchange,United Kingdom,USD,GBP,0.69
TW.,TAYLOR WIMPEY PLC,Equity,0.07,2.73,"15,846,933.00","43,266,885.92","43,266,885.92",Consumer Discretionary,"878,230.00",GB0008782301,London Stock Exchange,United Kingdom,USD,GBP,0.69
RRS,RANDGOLD RESOURCES LTD,Equity,0.07,95.86,"449,284.00","43,067,072.55","43,067,072.55",Materials,B01C3S3,GB00B01C3S32,London Stock Exchange,United Kingdom,USD,GBP,0.69
AGN,AEGON NV,Equity,0.07,4.86,"8,855,786.00","43,007,012.42","43,007,012.42",Financials,"5,927,375.00",NL0000303709,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
"8,630.00",SOMPO JAPAN NIPPONKOA HOLDINGS INC,Equity,0.07,26.41,"1,622,750.00","42,860,780.54","42,860,780.54",Financials,B62G7K6,JP3165000005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,042.00",HANKYU HANSHIN HOLDINGS INC,Equity,0.07,7.24,"5,878,000.00","42,567,397.74","42,567,397.74",Industrials,"6,408,664.00",JP3774200004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,098.00",RECRUIT HOLDINGS LTD,Equity,0.07,35.60,"1,185,800.00","42,212,764.76","42,212,764.76",Industrials,BQRRZ00,JP3970300004,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"9,531.00",TOKYO GAS LTD,Equity,0.07,4.15,"10,164,000.00","42,158,666.23","42,158,666.23",Utilities,"6,895,448.00",JP3573000001,Tokyo Stock Exchange,Japan,USD,JPY,106.47
CCE,COCA COLA EUROPEAN PARTNERS PLC,Equity,0.07,39.70,"1,053,705.00","41,827,744.60","41,827,744.60",Consumer Staples,BD4D942,GB00BDCPN049,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
CBK,COMMERZBANK AG,Equity,0.07,7.98,"5,200,936.00","41,491,414.55","41,491,414.55",Financials,B90LKT4,DE000CBK1001,Xetra,Germany,USD,EUR,0.88
"1,928.00",SANDS CHINA LTD,Equity,0.07,3.51,"11,766,400.00","41,316,470.05","41,316,470.05",Consumer Discretionary,B5B23W2,KYG7800X1079,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
TKA,THYSSENKRUPP AG,Equity,0.07,22.07,"1,865,252.00","41,161,890.11","41,161,890.11",Materials,"5,636,927.00",DE0007500001,Xetra,Germany,USD,EUR,0.88
HEIO,HEINEKEN HOLDING NV,Equity,0.07,82.84,"494,700.00","40,978,329.55","40,978,329.55",Consumer Staples,B0CCH46,NL0000008977,Nyse Euronext - Euronext Amsterdam,Netherlands,USD,EUR,0.88
SGP,STOCKLAND UNITS LTD,Equity,0.07,3.54,"11,568,952.00","40,956,982.32","40,956,982.32",Financials,"6,850,856.00",AU000000SGP0,Asx - All Markets,Australia,USD,AUD,1.34
JMAT,JOHNSON MATTHEY PLC,Equity,0.07,43.05,"949,525.00","40,872,564.74","40,872,564.74",Materials,BZ4BQC7,GB00BZ4BQC70,London Stock Exchange,United Kingdom,USD,GBP,0.69
"8,951.00",NIPPON BUILDING FUND REIT INC,Equity,0.07,"6,001.97","6,776.00","40,669,365.52","40,669,365.52",Financials,"6,396,800.00",JP3027670003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
VCX,VICINITY CENTRES LTD,Equity,0.07,2.46,"16,453,860.00","40,506,318.22","40,506,318.22",Financials,BY7QXS7,AU000000VCX7,Asx - All Markets,Australia,USD,AUD,1.34
PAH3,PORSCHE AUTOMOBIL HOLDING SE,Equity,0.07,54.35,"743,609.00","40,415,948.16","40,415,948.16",Consumer Discretionary,"7,101,069.00",DE000PAH0038,Xetra,Germany,USD,EUR,0.88
4.00,WHARF (HOLDINGS) LTD,Equity,0.07,5.93,"6,776,912.00","40,170,087.04","40,170,087.04",Financials,"6,435,576.00",HK0004000045,Hong Kong Exchanges And Clearing Ltd,Hong Kong,USD,HKD,7.76
BNR,BRENNTAG AG,Equity,0.07,53.29,"753,219.00","40,136,387.30","40,136,387.30",Industrials,B4YVF56,DE000A1DAHH0,Xetra,Germany,USD,EUR,0.88
BDEV,BARRATT DEVELOPMENTS PLC,Equity,0.07,8.21,"4,871,980.00","40,004,595.12","40,004,595.12",Consumer Discretionary,"81,180.00",GB0000811801,London Stock Exchange,United Kingdom,USD,GBP,0.69
"8,952.00",JAPAN REAL ESTATE INVESTMENT REIT,Equity,0.07,"5,898.65","6,776.00","39,969,266.90","39,969,266.90",Financials,"6,397,580.00",JP3027680002,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"4,519.00",CHUGAI PHARMACEUTICAL LTD,Equity,0.07,36.12,"1,104,700.00","39,896,411.97","39,896,411.97",Health Care,"6,196,408.00",JP3519400000,Tokyo Stock Exchange,Japan,USD,JPY,106.47
DCC,DCC PLC,Equity,0.07,92.10,"430,867.00","39,680,776.08","39,680,776.08",Industrials,"242,493.00",IE0002424939,London Stock Exchange,United Kingdom,USD,GBP,0.69
SLHN,SWISS LIFE HOLDING AG,Equity,0.07,252.89,"156,601.00","39,602,865.78","39,602,865.78",Financials,"7,437,805.00",CH0014852781,Six Swiss Exchange Ag,Switzerland,USD,CHF,0.96
ABE,ABERTIS INFRAESTRUCTURAS SA,Equity,0.07,15.43,"2,564,880.00","39,578,647.25","39,578,647.25",Industrials,"4,065,663.00",ES0111845014,Bolsa De Madrid,Spain,USD,EUR,0.88
"1,801.00",TAISEI CORP,Equity,0.07,7.79,"5,082,000.00","39,571,483.59","39,571,483.59",Industrials,"6,870,100.00",JP3443600006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"1,605.00",INPEX CORP,Equity,0.07,8.55,"4,625,843.00","39,560,701.18","39,560,701.18",Energy,B10RB15,JP3294460005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"8,308.00",RESONA HOLDINGS INC,Equity,0.07,3.70,"10,700,500.00","39,559,637.44","39,559,637.44",Financials,"6,421,553.00",JP3500610005,Tokyo Stock Exchange,Japan,USD,JPY,106.47
"6,586.00",MAKITA CORP,Equity,0.07,64.81,"608,400.00","39,430,423.14","39,430,423.14",Industrials,"6,555,805.00",JP3862400003,Tokyo Stock Exchange,Japan,USD,JPY,106.47
DSV,DSV A/S,Equity,0.07,45.33,"869,048.00","39,393,277.50","39,393,277.50",Industrials,B1WT5G2,DK0060079531,Omx Nordic Exchange Copenhagen A/S,Denmark,USD,DKK,6.57
AC,ACCOR SA,Equity,0.07,43.91,"895,419.00","39,321,990.72","39,321,990.72",Consumer Discretionary,"5,852,842.00",FR0000120404,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
SY1,SYMRISE AG,Equity,0.07,64.68,"605,227.00","39,146,040.30","39,146,040.30",Materials,B1JB4K8,DE000SYM9999,Xetra,Germany,USD,EUR,0.88
AGS,AGEAS SA NV,Equity,0.07,39.87,"978,595.00","39,012,433.41","39,012,433.41",Financials,B86S2N0,BE0974264930,Nyse Euronext - Euronext Brussels,Belgium,USD,EUR,0.88
SVT,SEVERN TRENT PLC,Equity,0.07,33.03,"1,178,983.00","38,945,023.58","38,945,023.58",Utilities,B1FH8J7,GB00B1FH8J72,London Stock Exchange,United Kingdom,USD,GBP,0.69
ATO,ATOS,Equity,0.06,91.14,"426,530.00","38,872,365.40","38,872,365.40",Information Technology,"5,654,781.00",FR0000051732,Nyse Euronext - Euronext Paris,France,USD,EUR,0.88
"3,407.00",ASAHI KASEI CORP,Equity,0.06,6.41,"6,053,000.00","38,774,677.12","38,774,677.12",Materials,"6,054,603.00",JP3111200006,Tokyo Stock Exchange,Japan,USD,JPY,106.47
